ID,Binomial,Order,Family,Genus,RedList,ReproductiveMode,BodySize,TrophicGroup,HabitatMode,HabitatsIUCN,Continent,EOO,Latitude,ElevMin,Prec,PrecSeas,Temp,TempSeas,HPD,HPDMin,HumanFootprint,Accessibility,Afrotropical,Australasia,Indo_malayan,Nearctic,Neotropical,Oceania,Palearctic
108,Anolis_cristifer,SQUAMATA,IGUANIDAE,Anolis,DD,Oviparous,88,Invertebrates,Arboreal,3,Continent,13087.1,14.64,5,2695.98,85.32,26.37,701.63,166.01,27.8,42.24,137.01,0,0,0,0,1,0,0
109,Anolis_cusuco,SQUAMATA,IGUANIDAE,Anolis,EN,Oviparous,46,Invertebrates,Arboreal,1,Continent,314.1,15.55,583,1762.93,38.2,21.11,1575.93,42.92,17.27,34.31,196.59,0,0,0,0,1,0,0
110,Anolis_cymbops,SQUAMATA,IGUANIDAE,Anolis,DD,Oviparous,40,Invertebrates,Arboreal,1,Continent,343.8,18.79,251,1910.31,79.31,23.98,2194.31,209.29,129.48,43.67,54.02,0,0,0,0,1,0,0
111,Anolis_eulaemus,SQUAMATA,IGUANIDAE,Anolis,LC,Oviparous,100,Invertebrates,Arboreal,1,Continent,47171.7,3.15,96,2368.46,34.27,20,266.27,153.2,0.44,31.84,443.34,0,0,0,0,1,0,0
112,Anolis_festae,SQUAMATA,IGUANIDAE,Anolis,LC,Oviparous,61,Invertebrates,Arboreal,1,Continent,29493.6,-0.97,2,1755.42,96.32,24.93,751.77,84.89,0,34.41,230.8,0,0,0,0,1,0,0
113,Anolis_fitchi,SQUAMATA,IGUANIDAE,Anolis,LC,Oviparous,91,Invertebrates,Arboreal,2,Continent,35405.8,-0.77,317,2484.35,21.02,16.62,424.79,19.83,0.16,19.77,899.2,0,0,0,0,1,0,0
114,Anolis_fortunensis,SQUAMATA,IGUANIDAE,Anolis,DD,Oviparous,48,Invertebrates,Arboreal,1,Continent,183.04,8.67,666,2894.13,47.75,19.99,486.88,16.29,14.97,34.82,464.83,0,0,0,0,1,0,0
115,Anolis_fraseri,SQUAMATA,IGUANIDAE,Anolis,LC,Oviparous,116,Invertebrates,Arboreal,2,Continent,54158.3,1.56,52,2512,42.55,19.03,302.72,108.68,0.44,28.79,552.22,0,0,0,0,1,0,0
116,Anolis_gemmosus,SQUAMATA,IGUANIDAE,Anolis,LC,Oviparous,66,Invertebrates,Arboreal,2,Continent,19684.7,-0.07,233,1489.26,48.51,14.37,272.12,167.46,0.44,34.29,390.48,0,0,0,0,1,0,0
117,Anolis_grahami,SQUAMATA,IGUANIDAE,Anolis,LC,Oviparous,75,Invertebrates,Arboreal,5,Island,11021.5,18.15,0,1839.09,47.35,23.94,990.73,245.78,79.34,45.24,103,0,0,0,0,1,0,0
118,Anolis_granuliceps,SQUAMATA,IGUANIDAE,Anolis,LC,Oviparous,49,Invertebrates,Arboreal,1,Continent,14805.6,1.67,90,3204.67,39.08,21.83,319.09,32.57,0.44,24.37,710.86,0,0,0,0,1,0,0
119,Anolis_guafe,SQUAMATA,IGUANIDAE,Anolis,EN,Oviparous,48.8,Invertebrates,Arboreal,2,Island,628.19,19.93,9,1054.87,55.45,25.3,1467.45,75.55,64.05,41.36,158.03,0,0,0,0,1,0,0
120,Anolis_haetianus,SQUAMATA,IGUANIDAE,Anolis,EN,Oviparous,75,Invertebrates,Arboreal,3,Island,993.11,18.52,58,1837.4,38.5,24.8,1015.06,213.98,131.09,46.08,184.83,0,0,0,0,1,0,0
121,Anolis_jacare,SQUAMATA,IGUANIDAE,Anolis,LC,Oviparous,74.5,Invertebrates,Arboreal,1,Continent,14014.3,8.4,504,1058.98,47.61,15.45,447.66,102.35,9.05,32.35,315.31,0,0,0,0,1,0,0
122,Anolis_juangundlachi,SQUAMATA,IGUANIDAE,Anolis,CR,Oviparous,36,Invertebrates,Arboreal,1,Island,68.07,22.93,20,1368,62.67,24.93,2082.33,124.49,124.49,54.11,24.22,0,0,0,0,1,0,0
123,Anolis_koopmani,SQUAMATA,IGUANIDAE,Anolis,EN,Oviparous,39,Invertebrates,Arboreal,3,Island,511.61,18.31,72,2334.08,49,23.56,1251.85,291.83,131.56,34.74,175.85,0,0,0,0,1,0,0
124,Anolis_lemniscatus,SQUAMATA,IGUANIDAE,Anolis,DD,Oviparous,52,Invertebrates,Arboreal,1,Continent,194.53,-1.68,2476,917.44,71.67,13.12,270.78,96.77,21.95,34.48,173.5,0,0,0,0,1,0,0
125,Anolis_lineatus,SQUAMATA,IGUANIDAE,Anolis,LC,Oviparous,75,Invertebrates,Arboreal,1,Island,626.24,12.27,7,525.69,63.81,27.29,887.25,426.61,23,48.45,109.6,0,0,0,0,1,0,0
126,Anolis_lionotus,SQUAMATA,IGUANIDAE,Anolis,LC,Oviparous,85,Invertebrates,Semi-aquatic,2,Continent,25673.9,8.24,3,2489.42,67.56,26.11,633.27,80.14,5.42,43.66,237.24,0,0,0,0,1,0,0
127,Anolis_longiceps,SQUAMATA,IGUANIDAE,Anolis,VU,Oviparous,83,Invertebrates,Arboreal,4,Island,4.62,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
128,Anolis_loveridgei,SQUAMATA,IGUANIDAE,Anolis,EN,Oviparous,118,Invertebrates,Arboreal,2,Continent,705.65,15.26,786,1408.73,50.88,20.62,1621.03,33.81,6.7,36.35,164.57,0,0,0,0,1,0,0
129,Anolis_lynchi,SQUAMATA,IGUANIDAE,Anolis,LC,Oviparous,61,Invertebrates,Arboreal,1,Continent,37960.1,1.25,3,3616.83,42.22,24.72,390.97,26.28,0,25.17,608.56,0,0,0,0,1,0,0
130,Anolis_maculigula,SQUAMATA,IGUANIDAE,Anolis,VU,Oviparous,107,Invertebrates,Arboreal,1,Continent,13967,6.45,475,2691.05,34.6,19.46,356.58,59.48,11.32,30.61,464.38,0,0,0,0,1,0,0
131,Anolis_marron,SQUAMATA,IGUANIDAE,Anolis,EN,Oviparous,50,Invertebrates,Arboreal,1,Island,344.55,18.23,47,1451.9,49.85,24.95,1187.75,283.73,144,40.05,150.38,0,0,0,0,1,0,0
132,Anolis_megalopithecus,SQUAMATA,IGUANIDAE,Anolis,DD,Oviparous,83,Invertebrates,Arboreal,1,Continent,4129.26,6.78,957,2519.22,35.97,17.94,360.59,21.54,11.32,27.34,561.07,0,0,0,0,1,0,0
133,Anolis_monticola,SQUAMATA,IGUANIDAE,Anolis,NT,Oviparous,56,Invertebrates,Arboreal,4,Island,1555.26,18.4,316,2029.44,52.08,22.05,1250.78,199.6,129.79,39.21,219.46,0,0,0,0,1,0,0
134,Anolis_muralla,SQUAMATA,IGUANIDAE,Anolis,VU,Oviparous,56,Invertebrates,Arboreal,1,Continent,45.27,14.67,373,1288.5,63.5,24.85,1378,14.74,14.55,43.14,263.57,0,0,0,0,1,0,0
135,Anolis_nebuloides,SQUAMATA,IGUANIDAE,Anolis,LC,Oviparous,55.5,Invertebrates,Arboreal,4,Continent,11158.3,16.74,918,1065.11,94.85,17.75,1241.62,35.36,2.91,30.4,273.75,0,0,0,0,1,0,0
136,Anolis_nubilis,SQUAMATA,IGUANIDAE,Anolis,LC,Oviparous,81,Invertebrates,Arboreal,3,Island,0.82,16.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
137,Anolis_occultus,SQUAMATA,IGUANIDAE,Anolis,LC,Oviparous,40,Invertebrates,Arboreal,2,Island,1386.28,18.17,65,2226.24,39.91,21.58,1252.47,256.67,112.93,54.3,85.25,0,0,0,0,1,0,0
138,Anolis_oculatus,SQUAMATA,IGUANIDAE,Anolis,LC,Oviparous,96,Invertebrates,Arboreal,7,Island,766.69,15.42,59,2640.42,32.19,23.73,974.36,90.83,28.5,36.57,301.4,0,0,0,0,1,0,0
139,Anolis_olssoni,SQUAMATA,IGUANIDAE,Anolis,LC,Oviparous,50,Invertebrates,Arboreal,4,Island,12699.3,18.81,-42,1061.73,54.66,25.38,1179.18,297,11.39,37.04,123.73,0,0,0,0,1,0,0
140,Anolis_pachypus,SQUAMATA,IGUANIDAE,Anolis,LC,Oviparous,54,Invertebrates,Arboreal,2,Continent,11585.8,9.62,350,3180.45,53.13,17.86,596.8,112,7.05,34.04,399.71,0,0,0,0,1,0,0
141,Anolis_parvicirculatus,SQUAMATA,IGUANIDAE,Anolis,LC,Oviparous,50,Invertebrates,Arboreal,4,Continent,1144.48,16.88,437,1042.3,80.65,22.98,1695.35,55.65,26.98,36.49,221.18,0,0,0,0,1,0,0
142,Anolis_pinchoti,SQUAMATA,IGUANIDAE,Anolis,VU,Oviparous,57,Invertebrates,Arboreal,2,Island,23.52,13.34,NA,NA,NA,NA,NA,231.65,231.65,NA,661,0,0,0,0,1,0,0
143,Anolis_pogus,SQUAMATA,IGUANIDAE,Anolis,VU,Oviparous,50,Invertebrates,Arboreal,1,Island,95.05,18.06,3,1025.5,32.67,26.93,1125.83,743.89,572.23,NA,458.55,0,0,0,0,1,0,0
144,Anolis_polyrhachis,SQUAMATA,IGUANIDAE,Anolis,DD,Oviparous,50,Invertebrates,Arboreal,1,Continent,2326.99,17.34,1252,1246.73,84.83,14.65,1267.77,26.89,3.39,27.88,230.41,0,0,0,0,1,0,0
145,Anolis_proboscis,SQUAMATA,IGUANIDAE,Anolis,EN,Oviparous,74,Invertebrates,Arboreal,1,Continent,361.8,-0.04,1062,2519.71,57.12,18.2,245.18,11,6.62,24.64,317.7,0,0,0,0,1,0,0
146,Anolis_pygmaeus,SQUAMATA,IGUANIDAE,Anolis,EN,Oviparous,35,Invertebrates,Arboreal,1,Continent,1292.31,17.02,222,1632.94,64.05,23.12,1756.45,24.12,1.66,21.6,505.67,0,0,0,0,1,0,0
147,Anolis_quercorum,SQUAMATA,IGUANIDAE,Anolis,LC,Oviparous,46,Invertebrates,Arboreal,2,Continent,3257.84,17.54,1498,706.52,90.02,16.54,1537.1,26.09,1.99,28.91,179.05,0,0,0,0,1,0,0
148,Anolis_semilineatus,SQUAMATA,IGUANIDAE,Anolis,LC,Oviparous,47,Invertebrates,Arboreal,4,Island,71981.8,18.9,-42,1438.16,46.2,23.95,1243.52,238.45,11.39,38.29,154.39,0,0,0,0,1,0,0
149,Anolis_sericeus,SQUAMATA,IGUANIDAE,Anolis,LC,Oviparous,52,Invertebrates,Arboreal,4,Continent,678739,16.18,-5,1874.07,66.01,24.98,1514.37,59.9,0,31.42,352.63,0,0,0,0,1,0,0
150,Anolis_sminthus,SQUAMATA,IGUANIDAE,Anolis,DD,Oviparous,59,Invertebrates,Arboreal,3,Continent,814.98,13.98,513,1655.6,72.63,20.51,1092.2,67.72,16.79,42.19,181,0,0,0,0,1,0,0
151,Anolis_spectrum,SQUAMATA,IGUANIDAE,Anolis,NT,Oviparous,42.1,Invertebrates,Arboreal,2,Island,11679.5,22.64,9,1484.45,58.01,24.46,2087.48,172.3,23.57,46.93,83,0,0,0,0,1,0,0
152,Anolis_strahmi,SQUAMATA,IGUANIDAE,Anolis,EN,Oviparous,79,Invertebrates,Semi-arboreal,2,Island,520.32,18.1,10,1187.29,56.79,23.21,1181.71,22.84,11.39,29.44,192.4,0,0,0,0,1,0,0
153,Anolis_valencienni,SQUAMATA,IGUANIDAE,Anolis,LC,Oviparous,86,Omnivorous,Arboreal,4,Island,11021.5,18.15,0,1839.09,47.35,23.94,990.73,245.78,79.34,45.24,103,0,0,0,0,1,0,0
154,Anolis_ventrimaculatus,SQUAMATA,IGUANIDAE,Anolis,NT,Oviparous,80,Invertebrates,Arboreal,1,Continent,11420.5,4.41,220,2386.89,30.84,19.96,256.23,257.77,2.51,30.63,546.69,0,0,0,0,1,0,0
155,Anolis_whitemani,SQUAMATA,IGUANIDAE,Anolis,LC,Oviparous,67,Invertebrates,Arboreal,4,Island,5826.44,18.63,-29,926.65,58.95,25.59,1139.86,276.36,28.25,35.48,111.66,0,0,0,0,1,0,0
156,Anomalopus_brevicollis,SQUAMATA,SCINCIDAE,Anomalopus,LC,Viviparous,83,Invertebrates,Fossorial,2,Continent,126781,-23.07,34,701.31,60.9,21.59,4376.68,0.66,0.05,9.26,325.34,0,1,0,0,0,0,0
157,Anomalopus_gowi,SQUAMATA,SCINCIDAE,Anomalopus,LC,Viviparous,108,Invertebrates,Fossorial,2,Continent,68871.2,-16.33,5,1387.33,100.83,24.1,2385.25,3.19,0.07,9.62,442.38,0,1,0,0,0,0,0
158,Anoplohydrus_aemulans,SQUAMATA,COLUBRIDAE,Anoplohydrus,DD,Viviparous,353.3,NA,NA,2,Island,69.5,3.15,392,2789,28,24.8,361.33,32.4,14.65,25,1064.78,0,0,1,0,0,0,0
159,Apalone_spinifera,TESTUDINES,TRIONYCHIDAE,Apalone,LC,Oviparous,498,Carnivorous,Aquatic,9,Continent,4837660,37.49,-14,834.86,39.63,12.64,8575.32,37.08,0,29.13,180.59,0,0,0,1,0,0,0
160,Aparallactus_capensis,SQUAMATA,ATRACTASPIDAE,Aparallactus,LC,Oviparous,309.7,Carnivorous,Terrestrial,6,Continent,1826910,-20.14,0,807.89,85.23,20.55,3003.17,49.01,0,24.87,301.59,1,0,0,0,0,0,0
161,Aparallactus_lineatus,SQUAMATA,ATRACTASPIDAE,Aparallactus,DD,NA,619.5,Carnivorous,Terrestrial,1,Continent,1287100,8.36,-3,1514.12,75.42,26.4,1323.68,83.24,1.78,27.88,274.78,1,0,0,0,0,0,0
162,Aphaniotis_fusca,SQUAMATA,AGAMIDAE,Aphaniotis,LC,Oviparous,70,Invertebrates,Arboreal,1,Island,136166,2.83,-4,2611.42,32.3,25.84,437.23,181.64,0,27.68,440.87,0,0,1,0,0,0,0
163,Aplopeltura_boa,SQUAMATA,COLUBRIDAE,Aplopeltura,LC,Oviparous,690.1,Invertebrates,NA,8,Island,2107410,4.46,-2,2496.62,41.77,25.63,706.97,163.42,0,25.54,820.19,0,0,1,0,0,0,0
164,Apostolepis_goiasensis,SQUAMATA,COLUBRIDAE,Apostolepis,DD,Oviparous,378,Carnivorous,Fossorial,6,Continent,968.24,-17.77,466,1420.21,77.79,24.56,1330.02,8.36,4.78,33.08,185.97,0,0,0,0,1,0,0
165,Apostolepis_multicincta,SQUAMATA,COLUBRIDAE,Apostolepis,NT,Oviparous,333,Carnivorous,Fossorial,2,Continent,18090.4,-18.17,319,894.36,67.43,19.63,1877.36,28.68,1.26,18.77,656.2,0,0,0,0,1,0,0
166,Apostolepis_phillipsae,SQUAMATA,COLUBRIDAE,Apostolepis,LC,Oviparous,401,Carnivorous,Fossorial,1,Continent,41590.8,-15.47,171,1285.43,65.96,23.88,1544.84,1.07,0.88,9.86,796.01,0,0,0,0,1,0,0
167,Apostolepis_polylepis,SQUAMATA,COLUBRIDAE,Apostolepis,DD,Oviparous,493,Carnivorous,Fossorial,2,Continent,145.97,-10.1,319,1364.88,81.25,25.16,683.13,0.45,0.2,21.55,324.15,0,0,0,0,1,0,0
168,Aprasia_aurita,SQUAMATA,PYGOPODIDAE,Aprasia,CR,Oviparous,110,Invertebrates,Terrestrial,3,Continent,70.41,-35.57,79,363.8,20,15.82,4908,0.71,0.71,17.64,290.5,0,1,0,0,0,0,0
169,Aristelliger_lar,SQUAMATA,GEKKONIDAE,Aristelliger,NT,Oviparous,150,Invertebrates,Arboreal,4,Island,8500.65,18.88,1,1464.76,40.42,24.94,1205.05,417.69,11.39,43.03,141.27,0,0,0,0,1,0,0
170,Arrhyton_taeniatum,SQUAMATA,COLUBRIDAE,Arrhyton,LC,NA,448,Carnivorous,Fossorial,5,Island,45321.1,21.5,2,1343.44,54.68,24.84,1863.02,145.48,2.47,39.54,135.5,0,0,0,0,1,0,0
171,Arthrosaura_kockii,SQUAMATA,GYMNOPHTHALMIDAE,Arthrosaura,LC,Oviparous,54,Invertebrates,Terrestrial,1,Continent,305901,2.9,4,2380.32,50.38,25.67,599.27,0.66,0.05,5.59,2141.02,0,0,0,0,1,0,0
172,Arthrosaura_synaptolepis,SQUAMATA,GYMNOPHTHALMIDAE,Arthrosaura,LC,Oviparous,51,Invertebrates,Terrestrial,2,Continent,6408.81,1.2,119,2639.98,30.53,24.19,348.32,0.11,0.03,1.13,5208.29,0,0,0,0,1,0,0
173,Asaccus_platyrhynchus,SQUAMATA,GEKKONIDAE,Asaccus,DD,Oviparous,63,Invertebrates,Arboreal,4,Continent,4784.23,23.25,41,152.19,89.57,22.26,5155.3,25.27,4.24,23.25,187.61,0,0,0,0,0,0,1
174,Asiocolotes_depressus,SQUAMATA,GEKKONIDAE,Asiocolotes,LC,Oviparous,34,Invertebrates,Arboreal,2,Continent,250597,28.18,38,147.37,81.53,22.72,7500.45,58.59,5.02,24.27,378.5,0,0,1,0,0,0,1
175,Asiocolotes_levitoni,SQUAMATA,GEKKONIDAE,Asiocolotes,LC,Oviparous,44.9,Invertebrates,Arboreal,3,Continent,16117.5,34.83,913,571.27,92.35,5.09,8239.78,287.52,8.85,25.85,579.24,0,0,0,0,0,0,1
176,Aspidoscelis_arizonae,SQUAMATA,TEIIDAE,Aspidoscelis,NT,Oviparous,60,Invertebrates,Terrestrial,1,Continent,290,32.28,1261,323.87,75.6,15.89,7037.07,4.97,0.85,25.56,144.18,0,0,0,1,0,0,0
177,Aspidoscelis_burti,SQUAMATA,TEIIDAE,Aspidoscelis,LC,Oviparous,140,Invertebrates,Terrestrial,4,Continent,158890,29.55,-2,439.17,95.36,20.97,5839.58,20.29,0.14,21.25,217.14,0,0,0,1,1,0,0
178,Aspidoscelis_deppei,SQUAMATA,TEIIDAE,Aspidoscelis,LC,Oviparous,93,Invertebrates,Terrestrial,5,Continent,187718,15.27,-1,2176.73,69.46,25.93,1252.07,59.4,0,32.62,390.98,0,0,0,0,1,0,0
179,Aspidoscelis_flagellicauda,SQUAMATA,TEIIDAE,Aspidoscelis,LC,Oviparous,101,Invertebrates,Terrestrial,4,Continent,114683,33.98,272,409.97,49.29,14.45,7213.38,40.22,0.1,16.94,270.9,0,0,0,1,0,0,0
180,Aspidoscelis_guttata,SQUAMATA,TEIIDAE,Aspidoscelis,LC,Oviparous,145,Invertebrates,Terrestrial,7,Continent,81476.6,17.67,0,1322.49,95.72,25.54,1601.23,90,1.94,39.94,184.36,0,0,0,0,1,0,0
181,Aspidoscelis_pai,SQUAMATA,TEIIDAE,Aspidoscelis,LC,Oviparous,62,Invertebrates,Terrestrial,3,Continent,31956.2,35.8,383,326.1,37.04,12.02,7684.74,1.07,0.28,10.44,279.05,0,0,0,1,0,0,0
182,Aspidura_copei,SQUAMATA,COLUBRIDAE,Aspidura,DD,Oviparous,521.7,NA,NA,4,Island,5573.58,6.82,18,3158.57,36.66,23.33,676.03,515.1,94.73,38.1,222.35,0,0,1,0,0,0,0
183,Atheris_barbouri,SQUAMATA,VIPERIDAE,Atheris,VU,NA,400,Invertebrates,Terrestrial,1,Continent,18744.4,-8.61,616,1180.02,97.73,17.17,1552.56,37.15,22.41,22.86,284.43,1,0,0,0,0,0,0
184,Atheris_ceratophora,SQUAMATA,VIPERIDAE,Atheris,VU,Viviparous,458,Carnivorous,Semi-arboreal,1,Continent,15161.4,-7.59,406,951.05,94.12,18.43,1535.56,40.51,22.93,21.8,269.07,1,0,0,0,0,0,0
185,Atheris_chlorechis,SQUAMATA,VIPERIDAE,Atheris,LC,Viviparous,631.2,Carnivorous,Arboreal,1,Continent,1238180,7.49,-3,1741.83,69.86,26.16,1175.11,112.09,1.78,27.99,262.45,1,0,0,0,0,0,0
186,Atheris_hirsuta,SQUAMATA,VIPERIDAE,Atheris,VU,NA,480,Carnivorous,Arboreal,1,Continent,4308.61,5.71,136,1709.26,50.76,25.73,899.34,49.45,19.99,17.43,1234.57,1,0,0,0,0,0,0
187,Atractaspis_irregularis,SQUAMATA,ATRACTASPIDAE,Atractaspis,LC,Oviparous,681.4,Carnivorous,Fossorial,6,Continent,5914680,3.27,-123,1515.73,62.17,24.42,955.37,64.27,0,23.1,476.21,1,0,0,0,0,0,0
188,Atractaspis_reticulata,SQUAMATA,ATRACTASPIDAE,Atractaspis,DD,NA,681.4,Carnivorous,Terrestrial,1,Continent,2333340,-0.92,-1,1717.5,46.62,24.45,656.25,21.88,0.6,17.52,675.15,1,0,0,0,0,0,0
189,Atractus_albuquerquei,SQUAMATA,COLUBRIDAE,Atractus,LC,Oviparous,700,Invertebrates,Fossorial,3,Continent,2791880,-10.34,0,1937.56,68.3,25.29,715.6,3.79,0.06,11.81,967.41,0,0,0,0,1,0,0
190,Atractus_biseriatus,SQUAMATA,COLUBRIDAE,Atractus,DD,Oviparous,419.9,Invertebrates,Fossorial,1,Continent,222.83,5.08,1165,2137.18,29.45,18.91,306,718.47,73.81,51.63,28.16,0,0,0,0,1,0,0
191,Atractus_bocourti,SQUAMATA,COLUBRIDAE,Atractus,LC,Oviparous,419.9,Invertebrates,Fossorial,1,Continent,156783,-5.86,460,942.22,62.14,9.37,648.68,61.29,0,27.12,481.09,0,0,0,0,1,0,0
192,Atractus_crassicaudatus,SQUAMATA,COLUBRIDAE,Atractus,LC,Oviparous,300,Invertebrates,Fossorial,3,Continent,38676.8,5.36,602,1492.69,45.38,13.25,402.71,251.71,3.85,32.63,431.56,0,0,0,0,1,0,0
193,Atractus_duidensis,SQUAMATA,COLUBRIDAE,Atractus,LC,Oviparous,410.8,Invertebrates,Fossorial,2,Continent,38081.3,4.06,101,2962.74,51.96,24.09,402.43,0.04,0.02,1.83,4972.76,0,0,0,0,1,0,0
194,Atractus_limitaneus,SQUAMATA,COLUBRIDAE,Atractus,LC,Oviparous,419.9,Invertebrates,Fossorial,1,Continent,94162.1,-1.3,71,2960.1,19.81,26.11,527.15,0.17,0.06,3.93,3573.65,0,0,0,0,1,0,0
195,Atractus_major,SQUAMATA,COLUBRIDAE,Atractus,LC,Oviparous,852,Invertebrates,Fossorial,7,Continent,4752290,-5.78,-1,2172.97,47.26,23.94,588.95,6.93,0,8.97,1866.71,0,0,0,0,1,0,0
196,Atractus_modestus,SQUAMATA,COLUBRIDAE,Atractus,VU,Oviparous,328,Invertebrates,Fossorial,1,Continent,12626.6,-1.14,1389,1040.95,39.31,10.39,352.5,246.71,0.74,35.45,318.54,0,0,0,0,1,0,0
197,Atractus_nicefori,SQUAMATA,COLUBRIDAE,Atractus,VU,Oviparous,250,Invertebrates,Fossorial,1,Continent,6318.3,5.97,568,2236.77,34.09,19.59,358.05,576.37,21.33,42.85,159.61,0,0,0,0,1,0,0
198,Atractus_obtusirostris,SQUAMATA,COLUBRIDAE,Atractus,DD,Oviparous,376,Invertebrates,Fossorial,1,Continent,16677.7,4.54,298,1923.42,34.67,17.61,316.31,174.11,13.99,33.64,245.43,0,0,0,0,1,0,0
199,Atractus_paravertebralis,SQUAMATA,COLUBRIDAE,Atractus,DD,Oviparous,450,Invertebrates,Fossorial,1,Continent,45.2,-12.74,210,2315,54,25.37,1070.67,2.87,2.87,21.14,730.14,0,0,0,0,1,0,0
200,Atractus_pauciscutatus,SQUAMATA,COLUBRIDAE,Atractus,DD,Oviparous,320,Invertebrates,Fossorial,1,Continent,80.3,-11.27,3783,742.67,60.67,6.87,761,39.12,25.61,26.58,249,0,0,0,0,1,0,0
201,Atractus_poeppigi,SQUAMATA,COLUBRIDAE,Atractus,LC,Oviparous,250,Invertebrates,Fossorial,1,Continent,1229580,-2.44,9,2792.6,28.04,26.16,421.42,2.4,0.03,4.5,3038.23,0,0,0,0,1,0,0
202,Atractus_roulei,SQUAMATA,COLUBRIDAE,Atractus,VU,Oviparous,419.9,Invertebrates,Fossorial,5,Continent,6666.64,-2.07,928,909.95,56.73,12.32,295.29,78.38,0,31.05,292.22,0,0,0,0,1,0,0
203,Atractus_snethlageae,SQUAMATA,COLUBRIDAE,Atractus,LC,Oviparous,382,Invertebrates,Fossorial,1,Continent,1591550,-5.06,-1,2179.9,57.88,26.14,423.18,3.84,0.15,8.06,1463.24,0,0,0,0,1,0,0
204,Atretium_schistosum,SQUAMATA,COLUBRIDAE,Atretium,LC,Oviparous,575,Carnivorous,Semi-aquatic,16,Island,758603,21.19,-1,1303.08,107.13,25.78,4061.35,444.49,18.31,36.81,156.93,0,0,1,0,0,0,0
205,Atropoides_nummifer,SQUAMATA,VIPERIDAE,Atropoides,LC,Viviparous,600,Carnivorous,Terrestrial,3,Continent,29913.1,19.16,46,2073.4,77.37,19.27,2162.9,115.92,4.93,35.12,219.39,0,0,0,1,1,0,0
206,Australolacerta_australis,SQUAMATA,LACERTIDAE,Australolacerta,LC,Oviparous,70,Invertebrates,Terrestrial,1,Continent,7478.57,-32.88,269,430.24,61.73,13.93,4310.97,12.5,0.14,19.18,350.09,1,0,0,0,0,0,0
207,Austrotyphlops_endoterus,SQUAMATA,TYPHLOPIDAE,Austrotyphlops,LC,Oviparous,400,Invertebrates,Fossorial,3,Continent,1574460,-26.69,-15,241.11,43.74,21.44,6009.19,0.07,0.01,3.3,1173.08,0,1,0,0,0,0,0
208,Austrotyphlops_hamatus,SQUAMATA,TYPHLOPIDAE,Austrotyphlops,LC,Oviparous,420,Invertebrates,Fossorial,3,Continent,868918,-23.85,-2,245.51,65.94,23.88,5896.58,0.04,0.01,3.16,1602.21,0,1,0,0,0,0,0
209,Austrotyphlops_kimberleyensis,SQUAMATA,TYPHLOPIDAE,Austrotyphlops,LC,Oviparous,400,Invertebrates,Fossorial,3,Continent,139805,-15.04,2,1069.4,111.64,27.32,2701.68,0.09,0.02,4.92,1143.9,0,1,0,0,0,0,0
210,Austrotyphlops_pilbarensis,SQUAMATA,TYPHLOPIDAE,Austrotyphlops,LC,Oviparous,362,Invertebrates,Fossorial,2,Continent,51044.7,-21.19,5,324.47,94.12,26.51,4933.63,0.34,0.03,8.88,1148.07,0,1,0,0,0,0,0
211,Austrotyphlops_proximus,SQUAMATA,TYPHLOPIDAE,Austrotyphlops,LC,Oviparous,750,Invertebrates,Fossorial,2,Continent,390457,-31.24,43,366.59,26.31,18.91,5780.35,0.45,0.01,10.48,506.28,0,1,0,0,0,0,0
212,Austrotyphlops_waitii,SQUAMATA,TYPHLOPIDAE,Austrotyphlops,LC,Oviparous,600,Invertebrates,Fossorial,3,Continent,1190480,-28.23,-2,283.6,49.07,20.35,5661.1,1.64,0,7.78,952.33,0,1,0,0,0,0,0
213,Bachia_bresslaui,SQUAMATA,GYMNOPHTHALMIDAE,Bachia,VU,Oviparous,98.6,Invertebrates,Terrestrial,2,Continent,1123630,-17.46,84,1452.18,69.71,23.86,1525.16,13.97,0.07,23.87,241.27,0,0,0,0,1,0,0
214,Bachia_flavescens,SQUAMATA,GYMNOPHTHALMIDAE,Bachia,LC,Oviparous,80,Invertebrates,Terrestrial,4,Continent,2895240,1.24,-1,2388.12,48.03,26.18,519.69,2.55,0,6.52,2244.64,0,0,0,0,1,0,0
215,Bachia_panoplia,SQUAMATA,GYMNOPHTHALMIDAE,Bachia,LC,Oviparous,85,Invertebrates,Terrestrial,1,Continent,2135.23,-3.53,30,2421.24,30.08,26.87,278.78,2.9,2.45,9.77,1849.52,0,0,0,0,1,0,0
216,Bachia_trisanale,SQUAMATA,GYMNOPHTHALMIDAE,Bachia,DD,Oviparous,79,Invertebrates,Terrestrial,1,Continent,1163260,-4.62,44,2578.61,30.08,25.8,482.39,1.89,0.06,5.14,2674.12,0,0,0,0,1,0,0
217,Balanophis_ceylonensis,SQUAMATA,COLUBRIDAE,Balanophis,NT,Oviparous,600,Invertebrates,Terrestrial,2,Island,17960.8,6.76,5,2767.69,39.83,24.96,668.58,651.15,33.34,40.74,183.27,0,0,1,0,0,0,0
218,Barkudia_insularis,SQUAMATA,SCINCIDAE,Barkudia,DD,Viviparous,115,Invertebrates,Terrestrial,2,Continent,178.89,19.99,2,1378.75,96.13,27.25,2943,1268.81,1013.76,49.38,100.08,0,0,1,0,0,0,0
